donor	stratum	family	method	gene	fields	state	eligible	called	correct	allele_matches	cohort
HG04160	SAS	BD53	T1K	B	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	B	4	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	C	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	C	4	complete	0	0	0	0	exposed_validation
HG04160	SAS	BD53	ipd_genome	C	4	complete	0	0	0	0	exposed_validation
HG04160	SAS	BD53	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG04160	SAS	BD53	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG04160	SAS	BD53	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	DQA1	4	complete	0	0	0	0	exposed_validation
HG04160	SAS	BD53	ipd_genome	DQA1	4	complete	0	0	0	0	exposed_validation
HG04160	SAS	BD53	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	DQB1	4	complete	1	1	0	1	exposed_validation
HG04160	SAS	BD53	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG04160	SAS	BD53	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG04160	SAS	BD53	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG04184	SAS	BD61	T1K	A	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	A	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	B	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	B	4	complete	1	1	0	1	exposed_validation
HG04184	SAS	BD61	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	C	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	C	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG04184	SAS	BD61	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG04184	SAS	BD61	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DQA1	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	DQA1	4	complete	1	1	0	1	exposed_validation
HG04184	SAS	BD61	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DQB1	4	complete	1	1	0	0	exposed_validation
HG04184	SAS	BD61	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG04184	SAS	BD61	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG04184	SAS	BD61	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG04228	SAS	ST232	T1K	A	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	A	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	B	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	B	4	complete	1	0	0	0	exposed_validation
HG04228	SAS	ST232	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	C	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	C	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG04228	SAS	ST232	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG04228	SAS	ST232	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DQA1	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DQA1	4	complete	1	1	0	1	exposed_validation
HG04228	SAS	ST232	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG04228	SAS	ST232	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG04228	SAS	ST232	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
NA18565	EAS	NA18565	T1K	A	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	A	4	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	B	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	B	4	complete	1	1	0	1	exposed_validation
NA18565	EAS	NA18565	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	C	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	C	4	complete	1	1	0	1	exposed_validation
NA18565	EAS	NA18565	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
NA18565	EAS	NA18565	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DPB1	4	complete	1	1	0	0	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DQA1	4	complete	1	1	0	1	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DQA1	4	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DQB1	4	complete	1	1	0	1	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
NA18565	EAS	NA18565	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
NA18565	EAS	NA18565	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	T1K	A	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	A	4	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	B	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	B	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	T1K	C	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	C	2	complete	1	1	0	1	exposed_validation
NA18906	AFR	Y020	T1K	C	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	ipd_genome	C	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	DQA1	4	complete	1	1	0	0	exposed_validation
NA18906	AFR	Y020	ipd_genome	DQA1	4	complete	1	1	0	0	exposed_validation
NA18906	AFR	Y020	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	DQB1	4	complete	1	1	0	1	exposed_validation
NA18906	AFR	Y020	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
NA18906	AFR	Y020	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
NA18906	AFR	Y020	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
NA18982	EAS	NA18982	T1K	A	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	A	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	B	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	B	4	complete	1	1	0	1	exposed_validation
NA18982	EAS	NA18982	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	C	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	C	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
NA18982	EAS	NA18982	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DPB1	4	complete	1	1	0	1	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DQA1	2	complete	1	1	0	1	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DQA1	4	complete	1	1	0	1	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DQA1	4	complete	1	1	0	1	exposed_validation
NA18982	EAS	NA18982	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
NA18982	EAS	NA18982	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
NA18982	EAS	NA18982	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
NA18983	EAS	NA18983	T1K	A	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	A	4	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	B	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	B	4	complete	1	1	0	1	exposed_validation
NA18983	EAS	NA18983	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	C	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	C	4	complete	1	1	0	1	exposed_validation
NA18983	EAS	NA18983	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
NA18983	EAS	NA18983	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DPB1	4	complete	1	1	0	1	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DQA1	2	complete	1	1	0	1	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DQA1	4	complete	1	1	0	1	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DQA1	4	complete	1	1	0	1	exposed_validation
NA18983	EAS	NA18983	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DQB1	4	complete	1	1	0	1	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
NA18983	EAS	NA18983	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
NA18983	EAS	NA18983	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
NA19043	AFR	NA19043	T1K	A	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	A	4	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	B	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	B	4	complete	0	0	0	0	exposed_validation
NA19043	AFR	NA19043	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
NA19043	AFR	NA19043	T1K	C	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	C	4	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
NA19043	AFR	NA19043	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	DPB1	4	complete	1	1	0	0	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	DQA1	4	complete	1	1	0	0	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DQA1	4	complete	1	1	0	1	exposed_validation
NA19043	AFR	NA19043	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	DQB1	4	complete	1	1	0	0	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DQB1	4	complete	1	1	0	1	exposed_validation
NA19043	AFR	NA19043	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	T1K	DRB1	4	complete	1	1	1	2	exposed_validation
NA19043	AFR	NA19043	ipd_genome	DRB1	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	A	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	A	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	B	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	B	4	complete	0	0	0	0	exposed_validation
NA20827	EUR	NA20827	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
NA20827	EUR	NA20827	T1K	C	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	C	4	complete	0	0	0	0	exposed_validation
NA20827	EUR	NA20827	ipd_genome	C	4	complete	0	0	0	0	exposed_validation
NA20827	EUR	NA20827	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
NA20827	EUR	NA20827	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	DQA1	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DQA1	4	complete	1	0	0	1	exposed_validation
NA20827	EUR	NA20827	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	T1K	DRB1	4	complete	1	1	1	2	exposed_validation
NA20827	EUR	NA20827	ipd_genome	DRB1	4	complete	1	1	0	1	exposed_validation
NA20850	SAS	NA20850	T1K	A	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	A	4	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	B	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	B	4	complete	0	0	0	0	exposed_validation
NA20850	SAS	NA20850	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
NA20850	SAS	NA20850	T1K	C	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	C	4	complete	1	1	0	1	exposed_validation
NA20850	SAS	NA20850	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
NA20850	SAS	NA20850	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DPB1	4	complete	1	1	0	1	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DQA1	4	complete	0	0	0	0	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DQA1	4	complete	0	0	0	0	exposed_validation
NA20850	SAS	NA20850	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
NA20850	SAS	NA20850	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
NA20850	SAS	NA20850	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
NA20870	SAS	NA20870	T1K	A	2	complete	1	1	1	2	exposed_validation
NA20870	SAS	NA20870	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
NA20870	SAS	NA20870	T1K	A	4	complete	1	1	1	2	exposed_validation
NA20870	SAS	NA20870	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
NA20870	SAS	NA20870	T1K	B	2	complete	1	1	1	2	exposed_validation
NA20870	SAS	NA20870	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
NA20870	SAS	NA20870	T1K	B	4	complete	0	0	0	0	exposed_validation
NA20870	SAS	NA20870	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
NA20870	SAS	NA20870	T1K	C	2	complete	1	1	1	2	exposed_validation
