cohort	donor	family	population	superpopulation	dev	gourraud	cram
test_A_loo	NA18508	Y009	YRI	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18508/NA18508.cram
test_A_loo	NA18522	Y016	YRI	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18522/NA18522.cram
test_A_loo	NA18565	NA18565	CHB	EAS	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18565/NA18565.cram
test_A_loo	NA18570	NA18570	CHB	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18570/NA18570.cram
test_A_loo	NA18608	NA18608	CHB	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18608/NA18608.cram
test_A_loo	NA18620	NA18620	CHB	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18620/NA18620.cram
test_A_loo	NA18747	NA18747	CHB	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18747/NA18747.cram
test_A_loo	NA18879	Y021	YRI	AFR	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18879/NA18879.cram
test_A_loo	NA18906	Y020	YRI	AFR	0	0	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989364/NA18906.final.cram
test_A_loo	NA18940	NA18940	JPT	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18940/NA18940.cram
test_A_loo	NA18943	NA18943	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18943/NA18943.cram
test_A_loo	NA18944	NA18944	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18944/NA18944.cram
test_A_loo	NA18945	NA18945	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18945/NA18945.cram
test_A_loo	NA18948	NA18948	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18948/NA18948.cram
test_A_loo	NA18952	NA18952	JPT	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18952/NA18952.cram
test_A_loo	NA18959	NA18959	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18959/NA18959.cram
test_A_loo	NA18960	NA18960	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18960/NA18960.cram
test_A_loo	NA18967	NA18967	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18967/NA18967.cram
test_A_loo	NA18970	NA18970	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18970/NA18970.cram
test_A_loo	NA18971	NA18971	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18971/NA18971.cram
test_A_loo	NA18974	NA18974	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18974/NA18974.cram
test_A_loo	NA18976	NA18976	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18976/NA18976.cram
test_A_loo	NA18982	NA18982	JPT	EAS	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18982/NA18982.cram
test_A_loo	NA18983	NA18983	JPT	EAS	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18983/NA18983.cram
test_A_loo	NA18990	NA18990	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA18990/NA18990.cram
test_A_loo	NA19007	NA19007	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19007/NA19007.cram
test_A_loo	NA19036	NA19036	LWK	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19036/NA19036.cram
test_A_loo	NA19043	NA19043	LWK	AFR	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19043/NA19043.cram
test_A_loo	NA19066	NA19066	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19066/NA19066.cram
test_A_loo	NA19079	NA19079	JPT	EAS	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19079/NA19079.cram
test_A_loo	NA19087	NA19087	JPT	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19087/NA19087.cram
test_A_loo	NA19088	NA19088	JPT	EAS	1	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19088/NA19088.cram
test_A_loo	NA19159	Y056	YRI	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19159/NA19159.cram
test_A_loo	NA19185	Y039	YRI	AFR	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19185/NA19185.cram
test_A_loo	NA19240	Y117	YRI	AFR	0	1	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989410/NA19240.final.cram
test_A_loo	NA19338	NA19338	LWK	AFR	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19338/NA19338.cram
test_A_loo	NA19391	NA19391	LWK	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19391/NA19391.cram
test_A_loo	NA19443	NA19443	LWK	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19443/NA19443.cram
test_A_loo	NA19468	NA19468	LWK	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19468/NA19468.cram
test_A_loo	NA19682	m010	MXL	AMR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19682/NA19682.cram
test_A_loo	NA19700	2367	ASW	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19700/NA19700.cram
test_A_loo	NA19776	m034	MXL	AMR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19776/NA19776.cram
test_A_loo	NA19835	2424	ASW	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19835/NA19835.cram
test_A_loo	NA19909	2427	ASW	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA19909/NA19909.cram
test_A_loo	NA20129	2433	ASW	AFR	0	1	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989456/NA20129.final.cram
test_A_loo	NA20282	2469	ASW	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20282/NA20282.cram
test_A_loo	NA20346	2490	ASW	AFR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20346/NA20346.cram
test_A_loo	NA20503	NA20503	TSI	EUR	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20503/NA20503.cram
test_A_loo	NA20752	NA20752	TSI	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20752/NA20752.cram
test_A_loo	NA20762	NA20762	TSI	EUR	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20762/NA20762.cram
test_A_loo	NA20799	NA20799	TSI	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20799/NA20799.cram
test_A_loo	NA20805	NA20805	TSI	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20805/NA20805.cram
test_A_loo	NA20806	NA20806	TSI	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20806/NA20806.cram
test_A_loo	NA20809	NA20809	TSI	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20809/NA20809.cram
test_A_loo	NA20827	NA20827	TSI	EUR	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20827/NA20827.cram
test_A_loo	NA20850	NA20850	GIH	SAS	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20850/NA20850.cram
test_A_loo	NA20870	NA20870	GIH	SAS	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20870/NA20870.cram
test_A_loo	NA20905	NA20905	GIH	SAS	1	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA20905/NA20905.cram
test_A_loo	NA21093	NA21093	GIH	SAS	1	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA21093/NA21093.cram
test_A_loo	NA21102	NA21102	GIH	SAS	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA21102/NA21102.cram
test_A_loo	NA21106	NA21106	GIH	SAS	1	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA21106/NA21106.cram
test_A_loo	NA21110	NA21110	GIH	SAS	0	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA21110/NA21110.cram
test_A_loo	NA21144	NA21144	GIH	SAS	1	0	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/NA21144/NA21144.cram
test_B_gourraud	HG00096	HG00096	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00096/HG00096.cram
test_B_gourraud	HG00100	HG00100	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00100/HG00100.cram
test_B_gourraud	HG00101	HG00101	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00101/HG00101.cram
test_B_gourraud	HG00102	HG00102	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00102/HG00102.cram
test_B_gourraud	HG00103	HG00103	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00103/HG00103.cram
test_B_gourraud	HG00105	HG00105	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00105/HG00105.cram
test_B_gourraud	HG00106	HG00106	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00106/HG00106.cram
test_B_gourraud	HG00107	HG00107	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00107/HG00107.cram
test_B_gourraud	HG00108	HG00108	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00108/HG00108.cram
test_B_gourraud	HG00109	HG00109	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00109/HG00109.cram
test_B_gourraud	HG00110	HG00110	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00110/HG00110.cram
test_B_gourraud	HG00111	HG00111	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00111/HG00111.cram
test_B_gourraud	HG00112	HG00112	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00112/HG00112.cram
test_B_gourraud	HG00113	HG00113	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00113/HG00113.cram
test_B_gourraud	HG00114	HG00114	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00114/HG00114.cram
test_B_gourraud	HG00115	HG00115	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00115/HG00115.cram
test_B_gourraud	HG00116	HG00116	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00116/HG00116.cram
test_B_gourraud	HG00117	HG00117	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00117/HG00117.cram
test_B_gourraud	HG00118	HG00118	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00118/HG00118.cram
test_B_gourraud	HG00119	HG00119	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00119/HG00119.cram
test_B_gourraud	HG00120	HG00120	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00120/HG00120.cram
test_B_gourraud	HG00121	HG00121	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00121/HG00121.cram
test_B_gourraud	HG00122	HG00122	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00122/HG00122.cram
test_B_gourraud	HG00123	HG00123	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00123/HG00123.cram
test_B_gourraud	HG00125	HG00125	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00125/HG00125.cram
test_B_gourraud	HG00127	HG00127	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00127/HG00127.cram
test_B_gourraud	HG00129	HG00129	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00129/HG00129.cram
test_B_gourraud	HG00130	HG00130	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00130/HG00130.cram
test_B_gourraud	HG00131	HG00131	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00131/HG00131.cram
test_B_gourraud	HG00132	HG00132	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00132/HG00132.cram
test_B_gourraud	HG00136	HG00136	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00136/HG00136.cram
test_B_gourraud	HG00137	HG00137	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00137/HG00137.cram
test_B_gourraud	HG00138	HG00138	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00138/HG00138.cram
test_B_gourraud	HG00139	HG00139	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00139/HG00139.cram
test_B_gourraud	HG00141	HG00141	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00141/HG00141.cram
test_B_gourraud	HG00142	HG00142	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00142/HG00142.cram
test_B_gourraud	HG00143	HG00143	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00143/HG00143.cram
test_B_gourraud	HG00145	HG00145	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00145/HG00145.cram
test_B_gourraud	HG00148	HG00148	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00148/HG00148.cram
test_B_gourraud	HG00149	HG00149	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00149/HG00149.cram
test_B_gourraud	HG00150	HG00150	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00150/HG00150.cram
test_B_gourraud	HG00151	HG00151	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00151/HG00151.cram
test_B_gourraud	HG00154	HG00154	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00154/HG00154.cram
test_B_gourraud	HG00155	GBR001	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00155/HG00155.cram
test_B_gourraud	HG00157	HG00157	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00157/HG00157.cram
test_B_gourraud	HG00158	GBR003	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00158/HG00158.cram
test_B_gourraud	HG00159	HG00159	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00159/HG00159.cram
test_B_gourraud	HG00160	HG00160	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00160/HG00160.cram
test_B_gourraud	HG00171	HG00171	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00171/HG00171.cram
test_B_gourraud	HG00173	HG00173	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00173/HG00173.cram
test_B_gourraud	HG00174	HG00174	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00174/HG00174.cram
test_B_gourraud	HG00176	HG00176	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00176/HG00176.cram
test_B_gourraud	HG00177	HG00177	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00177/HG00177.cram
test_B_gourraud	HG00178	HG00178	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00178/HG00178.cram
test_B_gourraud	HG00179	HG00179	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00179/HG00179.cram
test_B_gourraud	HG00180	HG00180	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00180/HG00180.cram
test_B_gourraud	HG00181	HG00181	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00181/HG00181.cram
test_B_gourraud	HG00182	HG00182	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00182/HG00182.cram
test_B_gourraud	HG00183	HG00183	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00183/HG00183.cram
test_B_gourraud	HG00185	HG00185	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00185/HG00185.cram
test_B_gourraud	HG00186	HG00186	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00186/HG00186.cram
test_B_gourraud	HG00187	HG00187	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00187/HG00187.cram
test_B_gourraud	HG00188	HG00188	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00188/HG00188.cram
test_B_gourraud	HG00189	HG00189	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00189/HG00189.cram
test_B_gourraud	HG00190	HG00190	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00190/HG00190.cram
test_B_gourraud	HG00231	HG00231	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00231/HG00231.cram
test_B_gourraud	HG00233	HG00233	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00233/HG00233.cram
test_B_gourraud	HG00234	HG00234	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00234/HG00234.cram
test_B_gourraud	HG00236	HG00236	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00236/HG00236.cram
test_B_gourraud	HG00237	HG00237	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00237/HG00237.cram
test_B_gourraud	HG00238	HG00238	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00238/HG00238.cram
test_B_gourraud	HG00239	HG00239	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00239/HG00239.cram
test_B_gourraud	HG00240	HG00240	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00240/HG00240.cram
test_B_gourraud	HG00242	HG00242	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00242/HG00242.cram
test_B_gourraud	HG00243	HG00243	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00243/HG00243.cram
test_B_gourraud	HG00244	HG00244	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00244/HG00244.cram
test_B_gourraud	HG00245	HG00245	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00245/HG00245.cram
test_B_gourraud	HG00246	HG00246	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00246/HG00246.cram
test_B_gourraud	HG00250	HG00250	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00250/HG00250.cram
test_B_gourraud	HG00251	HG00251	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00251/HG00251.cram
test_B_gourraud	HG00252	HG00252	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00252/HG00252.cram
test_B_gourraud	HG00254	HG00254	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00254/HG00254.cram
test_B_gourraud	HG00255	HG00255	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00255/HG00255.cram
test_B_gourraud	HG00256	HG00256	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00256/HG00256.cram
test_B_gourraud	HG00257	HG00257	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00257/HG00257.cram
test_B_gourraud	HG00258	HG00258	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00258/HG00258.cram
test_B_gourraud	HG00259	HG00259	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00259/HG00259.cram
test_B_gourraud	HG00260	HG00260	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00260/HG00260.cram
test_B_gourraud	HG00261	HG00261	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00261/HG00261.cram
test_B_gourraud	HG00262	HG00262	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00262/HG00262.cram
test_B_gourraud	HG00263	HG00263	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00263/HG00263.cram
test_B_gourraud	HG00264	HG00264	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00264/HG00264.cram
test_B_gourraud	HG00265	HG00265	GBR	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00265/HG00265.cram
test_B_gourraud	HG00266	HG00266	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00266/HG00266.cram
test_B_gourraud	HG00267	HG00267	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00267/HG00267.cram
test_B_gourraud	HG00268	HG00268	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00268/HG00268.cram
test_B_gourraud	HG00269	HG00269	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00269/HG00269.cram
test_B_gourraud	HG00271	HG00271	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00271/HG00271.cram
test_B_gourraud	HG00273	HG00273	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00273/HG00273.cram
test_B_gourraud	HG00274	HG00274	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00274/HG00274.cram
test_B_gourraud	HG00275	HG00275	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00275/HG00275.cram
test_B_gourraud	HG00276	HG00276	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00276/HG00276.cram
test_B_gourraud	HG00277	HG00277	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00277/HG00277.cram
test_B_gourraud	HG00278	HG00278	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00278/HG00278.cram
test_B_gourraud	HG00281	HG00281	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00281/HG00281.cram
test_B_gourraud	HG00282	HG00282	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00282/HG00282.cram
test_B_gourraud	HG00284	HG00284	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00284/HG00284.cram
test_B_gourraud	HG00285	HG00285	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00285/HG00285.cram
test_B_gourraud	HG00306	HG00306	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00306/HG00306.cram
test_B_gourraud	HG00308	HG00308	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00308/HG00308.cram
test_B_gourraud	HG00309	HG00309	FIN	EUR	0	1	/usr/local/shared_data/public-human-genomes/GRCh38/1000Genomes/CRAM/HG00309/HG00309.cram
