donor	cram
HG01052	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241806/HG01052.final.cram
HG01054	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241763/HG01054.final.cram
HG01055	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241764/HG01055.final.cram
HG01060	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241807/HG01060.final.cram
HG01061	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241808/HG01061.final.cram
HG01066	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241765/HG01066.final.cram
HG01067	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241766/HG01067.final.cram
HG01075	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241813/HG01075.final.cram
HG01082	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241814/HG01082.final.cram
HG01083	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241815/HG01083.final.cram
HG01085	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241816/HG01085.final.cram
HG01086	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241817/HG01086.final.cram
HG01094	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241818/HG01094.final.cram
HG01095	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241819/HG01095.final.cram
HG01101	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241820/HG01101.final.cram
HG01102	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241821/HG01102.final.cram
HG01110	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241826/HG01110.final.cram
HG01111	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241827/HG01111.final.cram
HG01112	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241828/HG01112.final.cram
HG01113	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241829/HG01113.final.cram
HG01124	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241830/HG01124.final.cram
HG01125	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241831/HG01125.final.cram
HG01133	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241832/HG01133.final.cram
HG01134	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241833/HG01134.final.cram
HG01136	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241834/HG01136.final.cram
HG01137	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241835/HG01137.final.cram
HG01139	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241836/HG01139.final.cram
HG01140	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241837/HG01140.final.cram
HG01170	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241842/HG01170.final.cram
HG01171	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241843/HG01171.final.cram
HG01176	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241846/HG01176.final.cram
HG01177	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241847/HG01177.final.cram
HG01182	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241848/HG01182.final.cram
HG01183	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241849/HG01183.final.cram
HG01187	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241850/HG01187.final.cram
HG01188	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241851/HG01188.final.cram
HG01197	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241854/HG01197.final.cram
HG01198	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241855/HG01198.final.cram
HG01204	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241856/HG01204.final.cram
HG01205	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241857/HG01205.final.cram
HG01247	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241860/HG01247.final.cram
HG01248	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241861/HG01248.final.cram
HG01271	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241870/HG01271.final.cram
HG01272	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241871/HG01272.final.cram
HG01274	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988865/HG01274.final.cram
HG01275	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241872/HG01275.final.cram
HG01277	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241873/HG01277.final.cram
HG01278	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988867/HG01278.final.cram
HG01334	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241874/HG01334.final.cram
HG01341	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241884/HG01341.final.cram
HG01342	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241885/HG01342.final.cram
HG01347	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3988871/HG01347.final.cram
HG01348	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241877/HG01348.final.cram
HG01350	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241886/HG01350.final.cram
HG01351	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241887/HG01351.final.cram
HG01353	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241888/HG01353.final.cram
HG01354	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241889/HG01354.final.cram
HG01365	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241892/HG01365.final.cram
HG01366	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241893/HG01366.final.cram
HG01374	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241894/HG01374.final.cram
HG01375	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241895/HG01375.final.cram
HG01377	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241880/HG01377.final.cram
HG01378	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241881/HG01378.final.cram
HG01383	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241882/HG01383.final.cram
HG01384	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241883/HG01384.final.cram
HG01389	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241896/HG01389.final.cram
HG01390	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241897/HG01390.final.cram
HG01437	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241898/HG01437.final.cram
HG01438	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241899/HG01438.final.cram
HG01440	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241900/HG01440.final.cram
HG01441	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241901/HG01441.final.cram
HG01455	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241902/HG01455.final.cram
HG01456	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241903/HG01456.final.cram
HG01461	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241904/HG01461.final.cram
HG01462	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241905/HG01462.final.cram
HG01464	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241906/HG01464.final.cram
HG01465	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241907/HG01465.final.cram
HG01488	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241908/HG01488.final.cram
HG01489	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241909/HG01489.final.cram
HG01491	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241910/HG01491.final.cram
HG01492	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241911/HG01492.final.cram
HG01497	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241914/HG01497.final.cram
HG01498	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241915/HG01498.final.cram
HG01550	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241940/HG01550.final.cram
HG01551	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3241941/HG01551.final.cram
NA06985	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239276/NA06985.final.cram
NA06986	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239277/NA06986.final.cram
NA06991	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989263/NA06991.final.cram
NA06993	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989264/NA06993.final.cram
NA06994	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239278/NA06994.final.cram
NA06995	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989265/NA06995.final.cram
NA06997	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989266/NA06997.final.cram
NA07000	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239279/NA07000.final.cram
NA07014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989267/NA07014.final.cram
NA07019	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989268/NA07019.final.cram
NA07022	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989269/NA07022.final.cram
NA07029	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989270/NA07029.final.cram
NA07031	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989271/NA07031.final.cram
NA07034	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989272/NA07034.final.cram
NA07037	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239280/NA07037.final.cram
NA07045	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989273/NA07045.final.cram
NA07048	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239642/NA07048.final.cram
NA07051	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239281/NA07051.final.cram
NA07055	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989274/NA07055.final.cram
NA07056	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239456/NA07056.final.cram
NA07345	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989275/NA07345.final.cram
NA07346	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989276/NA07346.final.cram
NA07347	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239282/NA07347.final.cram
NA07348	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989277/NA07348.final.cram
NA07349	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989278/NA07349.final.cram
NA07357	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239283/NA07357.final.cram
NA07435	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989279/NA07435.final.cram
NA10830	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989280/NA10830.final.cram
NA10831	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989281/NA10831.final.cram
NA10835	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989282/NA10835.final.cram
NA10836	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989283/NA10836.final.cram
NA10837	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989284/NA10837.final.cram
NA10838	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989285/NA10838.final.cram
NA10839	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989286/NA10839.final.cram
NA10840	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989287/NA10840.final.cram
NA10842	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989288/NA10842.final.cram
NA10843	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989289/NA10843.final.cram
NA10845	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989290/NA10845.final.cram
NA10846	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989291/NA10846.final.cram
NA10847	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239284/NA10847.final.cram
NA10851	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239285/NA10851.final.cram
NA10852	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989292/NA10852.final.cram
NA10854	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989293/NA10854.final.cram
NA10855	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989294/NA10855.final.cram
NA10856	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989295/NA10856.final.cram
NA10857	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989296/NA10857.final.cram
NA10859	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989297/NA10859.final.cram
NA10860	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989298/NA10860.final.cram
NA10861	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989299/NA10861.final.cram
NA10863	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989300/NA10863.final.cram
NA10864	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989301/NA10864.final.cram
NA10865	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989302/NA10865.final.cram
NA11829	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239286/NA11829.final.cram
NA11830	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239287/NA11830.final.cram
NA11831	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239288/NA11831.final.cram
NA11832	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239289/NA11832.final.cram
NA11839	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989303/NA11839.final.cram
NA11840	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239290/NA11840.final.cram
NA11843	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239460/NA11843.final.cram
NA11881	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239291/NA11881.final.cram
NA11882	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989304/NA11882.final.cram
NA11891	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989305/NA11891.final.cram
NA11892	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239461/NA11892.final.cram
NA11893	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239462/NA11893.final.cram
NA11894	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239292/NA11894.final.cram
NA11917	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989306/NA11917.final.cram
NA11918	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239293/NA11918.final.cram
NA11919	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239294/NA11919.final.cram
NA11920	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239295/NA11920.final.cram
NA11930	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239463/NA11930.final.cram
NA11931	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239296/NA11931.final.cram
NA11992	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239297/NA11992.final.cram
NA11993	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989307/NA11993.final.cram
NA11994	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239298/NA11994.final.cram
NA11995	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239299/NA11995.final.cram
NA12003	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239300/NA12003.final.cram
NA12004	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239301/NA12004.final.cram
NA12005	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239302/NA12005.final.cram
NA12006	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239303/NA12006.final.cram
NA12043	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239304/NA12043.final.cram
NA12044	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239305/NA12044.final.cram
NA12045	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239306/NA12045.final.cram
NA12046	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239645/NA12046.final.cram
NA12056	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989308/NA12056.final.cram
NA12057	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989309/NA12057.final.cram
NA12058	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239464/NA12058.final.cram
NA12144	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239307/NA12144.final.cram
NA12145	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989310/NA12145.final.cram
NA12146	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989311/NA12146.final.cram
NA12154	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239308/NA12154.final.cram
NA12155	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239309/NA12155.final.cram
NA12156	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239310/NA12156.final.cram
NA12234	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239311/NA12234.final.cram
NA12236	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989312/NA12236.final.cram
NA12239	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989313/NA12239.final.cram
NA12248	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989314/NA12248.final.cram
NA12249	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239312/NA12249.final.cram
NA12264	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989315/NA12264.final.cram
NA12272	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239465/NA12272.final.cram
NA12273	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239466/NA12273.final.cram
NA12274	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989316/NA12274.final.cram
NA12275	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239467/NA12275.final.cram
NA12282	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239468/NA12282.final.cram
NA12283	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239469/NA12283.final.cram
NA12286	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239470/NA12286.final.cram
NA12287	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239313/NA12287.final.cram
NA18500	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989347/NA18500.final.cram
NA18501	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239339/NA18501.final.cram
NA18502	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239340/NA18502.final.cram
NA18515	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989350/NA18515.final.cram
NA18516	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239347/NA18516.final.cram
NA18517	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239348/NA18517.final.cram
NA18526	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239353/NA18526.final.cram
NA18530	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239492/NA18530.final.cram
NA18532	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239354/NA18532.final.cram
NA18534	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239493/NA18534.final.cram
NA18536	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239494/NA18536.final.cram
NA18537	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239355/NA18537.final.cram
NA18542	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239356/NA18542.final.cram
NA18543	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239495/NA18543.final.cram
NA18544	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239496/NA18544.final.cram
NA18545	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239357/NA18545.final.cram
NA18546	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239497/NA18546.final.cram
NA18547	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239358/NA18547.final.cram
NA18548	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239498/NA18548.final.cram
NA18549	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239499/NA18549.final.cram
NA18550	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239359/NA18550.final.cram
NA18552	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239360/NA18552.final.cram
NA18555	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239361/NA18555.final.cram
NA18557	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239500/NA18557.final.cram
NA18558	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239362/NA18558.final.cram
NA18559	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239501/NA18559.final.cram
NA18561	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239363/NA18561.final.cram
NA18562	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239364/NA18562.final.cram
NA18563	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239365/NA18563.final.cram
NA18564	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239366/NA18564.final.cram
NA18566	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239367/NA18566.final.cram
NA18571	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239369/NA18571.final.cram
NA18572	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239370/NA18572.final.cram
NA18573	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239371/NA18573.final.cram
NA18577	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239372/NA18577.final.cram
NA18579	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239373/NA18579.final.cram
NA18582	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239374/NA18582.final.cram
NA18592	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239375/NA18592.final.cram
NA18593	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239376/NA18593.final.cram
NA18595	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239502/NA18595.final.cram
NA18596	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239503/NA18596.final.cram
NA18597	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239504/NA18597.final.cram
NA18599	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239505/NA18599.final.cram
NA18602	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239506/NA18602.final.cram
NA18603	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239377/NA18603.final.cram
NA18605	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239378/NA18605.final.cram
NA18606	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239507/NA18606.final.cram
NA18609	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239380/NA18609.final.cram
NA18610	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239508/NA18610.final.cram
NA18611	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239509/NA18611.final.cram
NA18612	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239510/NA18612.final.cram
